index,Tournament,Place,$USD,Player,Team,Race,Country
9,2012 Global StarCraft II League Season 3,9th-12th,1757.13,SuperNova,Teamless,Terran,Korea (South)
13,2012 Global StarCraft II League Season 3,13th-16th,1757.13,Mvp (player), Incredible Miracle,Terran,Korea (South)
13,2012 Global StarCraft II League Season 3,13th-16th,1757.13,MarineKing, Prime,Terran,Korea (South)
13,2012 Global StarCraft II League Season 3,13th-16th,1757.13,KeeN, MVP,Terran,Korea (South)
13,2012 Global StarCraft II League Season 3,13th-16th,1757.13,Ryung, SlayerS,Terran,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,Curious, StarTale,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,Creator, Prime,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,ThorZaIN, Evil Geniuses,Terran,Sweden
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,GanZi, compLexity Gaming,Terran,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,PartinG, StarTale,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,Maru, Prime,Terran,Korea (South)
17,2012 Global StarCraft II League Season 3,17th-24th,1317.85,AcE, StarTale,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,HerO, Team Liquid,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,TheStC, Quantic Gaming,Terran,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,GuMiho, FXOpen e-Sports,Terran,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,SuHoSin, ZeNEX,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,Sniper, MVP,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,YugiOh, SlayerS,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,Oz, Fnatic,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 3,25th-32nd,1317.85,Leenock, FXOpen e-Sports,Zerg,Korea (South)
1,2012 Global StarCraft II League Season 4, 1st,45230.45,Life, StarTale,Zerg,Korea (South)
2,2012 Global StarCraft II League Season 4, 2nd,18092.18,Mvp (player), Incredible Miracle,Terran,Korea (South)
3,2012 Global StarCraft II League Season 4, 3rd-4th,4523.05,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
3,2012 Global StarCraft II League Season 4, 3rd-4th,4523.05,TaeJa, Team Liquid,Terran,Korea (South)
5,2012 Global StarCraft II League Season 4,5th-8th,2713.83,HerO, Team Liquid,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 4,5th-8th,2713.83,Symbol, Team SCV Life,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 4,5th-8th,2713.83,Leenock, FXOpen e-Sports,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 4,5th-8th,2713.83,MarineKing, Prime,Terran,Korea (South)
9,2012 Global StarCraft II League Season 4,9th-12th,1809.22,Polt, Team SCV Life,Terran,Korea (South)
9,2012 Global StarCraft II League Season 4,9th-12th,1809.22,Squirtle, StarTale,Protoss,Korea (South)
9,2012 Global StarCraft II League Season 4,9th-12th,1809.22,JYP, Evil Geniuses,Protoss,Korea (South)
9,2012 Global StarCraft II League Season 4,9th-12th,1809.22,Seed, Incredible Miracle,Protoss,Korea (South)
13,2012 Global StarCraft II League Season 4,13th-16th,1809.22,DongRaeGu, MVP,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 4,13th-16th,1809.22,Heart, compLexity Gaming,Terran,Korea (South)
13,2012 Global StarCraft II League Season 4,13th-16th,1809.22,Curious, StarTale,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 4,13th-16th,1809.22,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,PartinG, StarTale,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,YoDa, Incredible Miracle,Terran,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,MC, SK Gaming,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,ByuN, Prime,Terran,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,MMA, SlayerS,Terran,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,Sniper, MVP,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,SuperNova, mTw,Terran,Korea (South)
17,2012 Global StarCraft II League Season 4,17th-24th,1356.91,GuMiho, FXOpen e-Sports,Terran,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,SuHoSin, StarTale,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,Ryung, SlayerS,Terran,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,Jaedong, 8th Team,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,Genius, SlayerS,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,MaNa, mousesports,Protoss,Poland
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,NaNiwa, Mionix,Protoss,Sweden
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,NesTea, Incredible Miracle,Zerg,Korea (South)
25,2012 Global StarCraft II League Season 4,25th-32nd,1356.91,Bomber, StarTale,Terran,Korea (South)
1,2012 Global StarCraft II League Season 5, 1st,46506.78,Sniper, MVP,Zerg,Korea (South)
2,2012 Global StarCraft II League Season 5, 2nd,18602.71,HyuN, Team SCV Life,Zerg,Korea (South)
3,2012 Global StarCraft II League Season 5, 3rd-4th,4650.68,INnoVation, STX SouL,Terran,Korea (South)
3,2012 Global StarCraft II League Season 5, 3rd-4th,4650.68,Ryung, Axiom,Terran,Korea (South)
5,2012 Global StarCraft II League Season 5,5th-8th,2790.41,Creator, Prime,Protoss,Korea (South)
5,2012 Global StarCraft II League Season 5,5th-8th,2790.41,MarineKing, Prime,Terran,Korea (South)
5,2012 Global StarCraft II League Season 5,5th-8th,2790.41,Soulkey, Woongjin Stars,Zerg,Korea (South)
5,2012 Global StarCraft II League Season 5,5th-8th,2790.41,Leenock, FXOpen e-Sports,Zerg,Korea (South)
9,2012 Global StarCraft II League Season 5,9th-12th,1860.27,Curious, StarTale,Zerg,Korea (South)
9,2012 Global StarCraft II League Season 5,9th-12th,1860.27,Hack, StarTale,Terran,Korea (South)
9,2012 Global StarCraft II League Season 5,9th-12th,1860.27,Polt, Team SCV Life,Terran,Korea (South)
9,2012 Global StarCraft II League Season 5,9th-12th,1860.27,Life, StarTale,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 5,13th-16th,1860.27,DongRaeGu, MVP,Zerg,Korea (South)
13,2012 Global StarCraft II League Season 5,13th-16th,1860.27,YoDa, Incredible Miracle,Terran,Korea (South)
13,2012 Global StarCraft II League Season 5,13th-16th,1860.27,PartinG, StarTale,Protoss,Korea (South)
13,2012 Global StarCraft II League Season 5,13th-16th,1860.27,Symbol, Team SCV Life,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,Finale, MVP,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,RorO, Samsung KHAN,Zerg,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,HerO, Team Liquid,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,GuMiho, FXOpen e-Sports,Terran,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,Mvp (player), Incredible Miracle,Terran,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,SOs, Woongjin Stars,Protoss,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,KeeN, MVP,Terran,Korea (South)
17,2012 Global StarCraft II League Season 5,17th-24th,1395.2,Vampire, MVP,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,TaeJa, Team Liquid,Terran,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Happy (Korean player), Incredible Miracle,Terran,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Maru, Prime,Terran,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Bbyong, CJ Entus,Terran,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Seed, Incredible Miracle,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,Squirtle, StarTale,Protoss,Korea (South)
25,2012 Global StarCraft II League Season 5,25th-32nd,1395.2,BaBy, 8th Team,Terran,Korea (South)
1,2013 Global StarCraft II League Season 1, 1st,46827.0,RorO, Samsung KHAN,Zerg,Korea (South)
2,2013 Global StarCraft II League Season 1, 2nd,18731.0,Symbol, AZUBU,Zerg,Korea (South)
3,2013 Global StarCraft II League Season 1, 3rd-4th,4683.0,Curious, StarTale,Zerg,Korea (South)
3,2013 Global StarCraft II League Season 1, 3rd-4th,4683.0,TaeJa, Team Liquid,Terran,Korea (South)
5,2013 Global StarCraft II League Season 1,5th-8th,2810.0,INnoVation, STX SouL,Terran,Korea (South)
5,2013 Global StarCraft II League Season 1,5th-8th,2810.0,PartinG, SK Telecom T1,Protoss,Korea (South)
5,2013 Global StarCraft II League Season 1,5th-8th,2810.0,Soulkey, Woongjin Stars,Zerg,Korea (South)
5,2013 Global StarCraft II League Season 1,5th-8th,2810.0,MC, SK Gaming,Protoss,Korea (South)
9,2013 Global StarCraft II League Season 1,9th-12th,1873.0,Life, StarTale,Zerg,Korea (South)
9,2013 Global StarCraft II League Season 1,9th-12th,1873.0,GuMiho, FXOpen e-Sports,Terran,Korea (South)
9,2013 Global StarCraft II League Season 1,9th-12th,1873.0,Squirtle,Teamless,Protoss,Korea (South)
9,2013 Global StarCraft II League Season 1,9th-12th,1873.0,DongRaeGu, MVP,Zerg,Korea (South)
13,2013 Global StarCraft II League Season 1,13th-16th,1873.0,BBoongBBoong, AZUBU,Zerg,Korea (South)
13,2013 Global StarCraft II League Season 1,13th-16th,1873.0,LosirA, Incredible Miracle,Zerg,Korea (South)
13,2013 Global StarCraft II League Season 1,13th-16th,1873.0,MarineKing, Prime,Terran,Korea (South)
13,2013 Global StarCraft II League Season 1,13th-16th,1873.0,Bomber, StarTale,Terran,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Stephano, Evil Geniuses,Zerg,France
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Noblesse, MVP,Terran,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,KeeN, MVP,Terran,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Ryung, Axiom,Terran,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,HyuN,Teamless,Zerg,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Sniper, MVP,Zerg,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Leenock, FXOpen e-Sports,Zerg,Korea (South)
17,2013 Global StarCraft II League Season 1,17th-24th,1405.0,Creator, Prime,Protoss,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,Hack, StarTale,Terran,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,NesTea, Incredible Miracle,Zerg,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,Mvp (player), Incredible Miracle,Terran,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,ByuN, Prime,Terran,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,YoDa, Incredible Miracle,Terran,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,HuK, Evil Geniuses,Protoss,Canada
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,TY, 8th Team,Terran,Korea (South)
25,2013 Global StarCraft II League Season 1,25th-32nd,1405.0,ByuL, Incredible Miracle,Zerg,Korea (South)
1,2013 WCS Season 1 Korea GSL: Code S (Premier League), 1st,20000.0,Soulkey, Woongjin Stars,Zerg,Korea (South)
2,2013 WCS Season 1 Korea GSL: Code S (Premier League), 2nd,12000.0,INnoVation, STX SouL,Terran,Korea (South)
3,2013 WCS Season 1 Korea GSL: Code S (Premier League), 3rd-4th,7000.0,Symbol, AZUBU,Zerg,Korea (South)
3,2013 WCS Season 1 Korea GSL: Code S (Premier League), 3rd-4th,7000.0,SOs, Woongjin Stars,Protoss,Korea (South)
5,2013 WCS Season 1 Korea GSL: Code S (Premier League),5th-6th,3500.0,RorO, Samsung KHAN,Zerg,Korea (South)
5,2013 WCS Season 1 Korea GSL: Code S (Premier League),5th-6th,3500.0,KangHo, Incredible Miracle,Zerg,Korea (South)
7,2013 WCS Season 1 Korea GSL: Code S (Premier League),7th-8th,3500.0,PartinG, SK Telecom T1,Protoss,Korea (South)
7,2013 WCS Season 1 Korea GSL: Code S (Premier League),7th-8th,3500.0,Bomber, StarTale,Terran,Korea (South)
9,2013 WCS Season 1 Korea GSL: Code S (Premier League),9th-12th,2000.0,Flying, Woongjin Stars,Protoss,Korea (South)
9,2013 WCS Season 1 Korea GSL: Code S (Premier League),9th-12th,2000.0,Life, StarTale,Zerg,Korea (South)
9,2013 WCS Season 1 Korea GSL: Code S (Premier League),9th-12th,2000.0,TaeJa, Team Liquid,Terran,Korea (South)
9,2013 WCS Season 1 Korea GSL: Code S (Premier League),9th-12th,2000.0,GuMiho, FXOpen e-Sports,Terran,Korea (South)
13,2013 WCS Season 1 Korea GSL: Code S (Premier League),13th-16th,2000.0,YoDa, Incredible Miracle,Terran,Korea (South)
13,2013 WCS Season 1 Korea GSL: Code S (Premier League),13th-16th,2000.0,Flash, KT Rolster,Terran,Korea (South)
13,2013 WCS Season 1 Korea GSL: Code S (Premier League),13th-16th,2000.0,Shine (Lee Young Han), Samsung KHAN,Zerg,Korea (South)
13,2013 WCS Season 1 Korea GSL: Code S (Premier League),13th-16th,2000.0,SoO, SK Telecom T1,Zerg,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,Creator, Prime,Protoss,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,DongRaeGu, MVP,Zerg,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,Curious, StarTale,Zerg,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,TRUE, 8th Team,Zerg,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,KeeN, MVP,Terran,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,Leenock, FXOpen e-Sports,Zerg,Korea (South)
17,2013 WCS Season 1 Korea GSL: Code S (Premier League),17th-24th,1500.0,Maru, Prime,Terran,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,Crazy, KT Rolster,Zerg,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,MC, SK Gaming,Protoss,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,MarineKing, Prime,Terran,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,FanTaSy, SK Telecom T1,Terran,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,Squirtle, Incredible Miracle,Protoss,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,HyuN, Quantic Gaming,Zerg,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,Last, STX SouL,Terran,Korea (South)
25,2013 WCS Season 1 Korea GSL: Code S (Premier League),25th-32nd,1500.0,BBoongBBoong, AZUBU,Zerg,Korea (South)
1,2013 WCS Season 3 Korea GSL: Premier League, 1st,20000.0,Dear, SouL,Protoss,Korea (South)
2,2013 WCS Season 3 Korea GSL: Premier League, 2nd,12000.0,SoO, SK Telecom T1,Zerg,Korea (South)
3,2013 WCS Season 3 Korea GSL: Premier League, 3rd-4th,7000.0,Maru, Prime,Terran,Korea (South)
3,2013 WCS Season 3 Korea GSL: Premier League, 3rd-4th,7000.0,Soulkey, Woongjin Stars,Zerg,Korea (South)
5,2013 WCS Season 3 Korea GSL: Premier League,5th,3500.0,Trap, SouL,Protoss,Korea (South)
6,2013 WCS Season 3 Korea GSL: Premier League,6th,3500.0,Jjakji, mYinsanity,Terran,Korea (South)
7,2013 WCS Season 3 Korea GSL: Premier League,7th-8th,3500.0,PartinG, SK Telecom T1,Protoss,Korea (South)
7,2013 WCS Season 3 Korea GSL: Premier League,7th-8th,3500.0,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
9,2013 WCS Season 3 Korea GSL: Premier League,9th-12th,2000.0,Sleep, AZUBU,Zerg,Korea (South)
9,2013 WCS Season 3 Korea GSL: Premier League,9th-12th,2000.0,SOs, Woongjin Stars,Protoss,Korea (South)
9,2013 WCS Season 3 Korea GSL: Premier League,9th-12th,2000.0,INnoVation, Team Acer,Terran,Korea (South)
9,2013 WCS Season 3 Korea GSL: Premier League,9th-12th,2000.0,Flash, KT Rolster,Terran,Korea (South)
13,2013 WCS Season 3 Korea GSL: Premier League,13th-16th,2000.0,DongRaeGu, MVP,Zerg,Korea (South)
13,2013 WCS Season 3 Korea GSL: Premier League,13th-16th,2000.0,KeeN, MVP,Terran,Korea (South)
13,2013 WCS Season 3 Korea GSL: Premier League,13th-16th,2000.0,Super (Korean Player), MVP,Protoss,Korea (South)
13,2013 WCS Season 3 Korea GSL: Premier League,13th-16th,2000.0,KangHo, Incredible Miracle,Zerg,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,Pigbaby, Jin Air Green Wings,Protoss,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,Reality, Samsung KHAN,Terran,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,SuperNova, AZUBU,Terran,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,Bbyong, CJ Entus,Terran,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,First, Incredible Miracle,Protoss,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,HerO(jOin), CJ Entus,Protoss,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,TRUE, Jin Air Green Wings,Zerg,Korea (South)
17,2013 WCS Season 3 Korea GSL: Premier League,17th-24th,1500.0,Bomber, StarTale,Terran,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,Swagger, MVP,Protoss,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,Symbol, AZUBU,Zerg,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,JangBi, Samsung KHAN,Protoss,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,Dream (Korean Terran player), MVP,Terran,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,Hyvaa, SouL,Zerg,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,GuMiho, FXOpen e-Sports,Terran,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,SonGDuri, CJ Entus,Zerg,Korea (South)
25,2013 WCS Season 3 Korea GSL: Premier League,25th-32nd,1500.0,YongHwa, Incredible Miracle,Protoss,Korea (South)
1,2014 Global StarCraft II League Season 1: Code S, 1st,66388.47,Zest, KT Rolster,Protoss,Korea (South)
2,2014 Global StarCraft II League Season 1: Code S, 2nd,14226.1,SoO, SK Telecom T1,Zerg,Korea (South)
3,2014 Global StarCraft II League Season 1: Code S, 3rd-4th,7587.25,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
3,2014 Global StarCraft II League Season 1: Code S, 3rd-4th,7587.25,Life, StarTale,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 1: Code S,5th-8th,3793.63,SOs, Jin Air Green Wings,Protoss,Korea (South)
5,2014 Global StarCraft II League Season 1: Code S,5th-8th,3793.63,HerO(jOin), CJ Entus,Protoss,Korea (South)
5,2014 Global StarCraft II League Season 1: Code S,5th-8th,3793.63,Maru, Jin Air Green Wings,Terran,Korea (South)
5,2014 Global StarCraft II League Season 1: Code S,5th-8th,3793.63,PartinG, SK Telecom T1,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 1: Code S,9th-12th,2276.18,RorO, Samsung Galaxy,Zerg,Korea (South)
9,2014 Global StarCraft II League Season 1: Code S,9th-12th,2276.18,Dear, mousesports,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 1: Code S,9th-12th,2276.18,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 1: Code S,9th-12th,2276.18,Bbyong, CJ Entus,Terran,Korea (South)
13,2014 Global StarCraft II League Season 1: Code S,13th-16th,2276.18,Curious, StarTale,Zerg,Korea (South)
13,2014 Global StarCraft II League Season 1: Code S,13th-16th,2276.18,Soulkey, SK Telecom T1,Zerg,Korea (South)
13,2014 Global StarCraft II League Season 1: Code S,13th-16th,2276.18,Squirtle, Incredible Miracle,Protoss,Korea (South)
13,2014 Global StarCraft II League Season 1: Code S,13th-16th,2276.18,Trap, Incredible Miracle,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Solar, Samsung Galaxy,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Leenock, yoe Flash Wolves,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Panic, StarTale,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Pet, StarTale,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,TRUE, Jin Air Green Wings,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Hydra, CJ Entus,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Dark, SK Telecom T1,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 1: Code S,17th-24th,1422.61,Stats, KT Rolster,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,DongRaeGu, MVP,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,SuperNova, AZUBU,Terran,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,Ruin, Incredible Miracle,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,Sora, CJ Entus,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,MyuNgSiK, KT Rolster,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,Symbol,Teamless,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,YongHwa, Incredible Miracle,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 1: Code S,25th-32nd,1422.61,ParalyzE, SK Telecom T1,Protoss,Korea (South)
1,2014 Global StarCraft II League Season 2: Code S, 1st,69043.74,Classic (Kim Doh Woo), SK Telecom T1,Protoss,Korea (South)
2,2014 Global StarCraft II League Season 2: Code S, 2nd,14795.09,SoO, SK Telecom T1,Zerg,Korea (South)
3,2014 Global StarCraft II League Season 2: Code S, 3rd-4th,7890.71,Maru, Jin Air Green Wings,Terran,Korea (South)
3,2014 Global StarCraft II League Season 2: Code S, 3rd-4th,7890.71,TRUE, Jin Air Green Wings,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 2: Code S,5th-8th,3945.36,ParalyzE, SK Telecom T1,Protoss,Korea (South)
5,2014 Global StarCraft II League Season 2: Code S,5th-8th,3945.36,Soulkey, SK Telecom T1,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 2: Code S,5th-8th,3945.36,Solar, Samsung Galaxy,Zerg,Korea (South)
5,2014 Global StarCraft II League Season 2: Code S,5th-8th,3945.36,Zest, KT Rolster,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 2: Code S,9th-12th,2367.21,PartinG, SK Telecom T1,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 2: Code S,9th-12th,2367.21,Life, StarTale,Zerg,Korea (South)
9,2014 Global StarCraft II League Season 2: Code S,9th-12th,2367.21,Stork, Samsung Galaxy,Protoss,Korea (South)
9,2014 Global StarCraft II League Season 2: Code S,9th-12th,2367.21,INnoVation, Team Acer,Terran,Korea (South)
13,2014 Global StarCraft II League Season 2: Code S,13th-16th,2367.21,HerO(jOin), CJ Entus,Protoss,Korea (South)
13,2014 Global StarCraft II League Season 2: Code S,13th-16th,2367.21,Rain (Korean Protoss), SK Telecom T1,Protoss,Korea (South)
13,2014 Global StarCraft II League Season 2: Code S,13th-16th,2367.21,Dark, SK Telecom T1,Zerg,Korea (South)
13,2014 Global StarCraft II League Season 2: Code S,13th-16th,2367.21,Shine (Lee Young Han), Samsung Galaxy,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,Bbyong, CJ Entus,Terran,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,Trap, Incredible Miracle,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,Ruin, Incredible Miracle,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,Hydra, CJ Entus,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,DongRaeGu, MVP,Zerg,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,SuperNova,Teamless,Terran,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,SOs, Jin Air Green Wings,Protoss,Korea (South)
17,2014 Global StarCraft II League Season 2: Code S,17th-24th,1479.51,Leenock, yoe Flash Wolves,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,TAiLS, MVP,Protoss,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,RagnaroK,Teamless,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,Symbol,Teamless,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,Rogue, Jin Air Green Wings,Zerg,Korea (South)
25,2014 Global StarCraft II League Season 2: Code S,25th-32nd,1479.51,MyuNgSiK, KT Rolster,Protoss,Korea (South)
